Country,State,Year,Month,Name Of The Fertilizer Used,"Required Fertilizer Quantity (UOM:MT(MetricTonne)), Scaling Factor:1","Available Fertilizer Quantity (UOM:MT(MetricTonne)), Scaling Factor:1"
India,Goa,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,200.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,850.00,90.00
India,Goa,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",815.00,12.65
India,Gujarat,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,55000.00,19131.20
India,Gujarat,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Gujarat,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,16000.00,2515.75
India,Gujarat,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,6250.05
India,Gujarat,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,230000.00,14350.46
India,Gujarat,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",40000.00,36088.00
India,Haryana,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,25000.00,3480.05
India,Haryana,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,1.20
India,Haryana,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,5000.00,5107.40
India,Haryana,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Haryana,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,155000.00,7377.95
India,Haryana,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",5000.00,8344.75
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,0.00,0.00
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,2500.00,115.35
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",2500.00,13.30
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,2439.14407747977750000,2575.29709988469868005
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00000000000000000,0.00000000000000000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,487.82881549595550000,684.17991373307758875
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00000000000000000,0.00000000000000000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,7805.26104793528800000,1068.88171763318809605
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",0.00000000000000000,0.00000000000000000
India,Jharkhand,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,10000.00,2540.30
India,Jharkhand,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Jharkhand,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,2500.00,1005.65
India,Jharkhand,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Jharkhand,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,44000.00,3295.00
India,Jharkhand,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",9000.00,1869.70
India,Karnataka,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,74000.00,46739.52
India,Karnataka,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,2006.10
India,Karnataka,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,65000.00,37919.38
India,Karnataka,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,11905.40
India,Karnataka,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,200000.00,9648.79
India,Karnataka,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",138600.00,80270.25
India,Kerala,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,5000.00,2419.10
India,Kerala,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Kerala,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,13000.00,3626.13
India,Kerala,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,3260.95
India,Kerala,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,14000.00,525.90
India,Kerala,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",19000.00,13516.09
India,Ladakh,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,60.855922520222250000,64.252900115301055995
India,Ladakh,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.000000000000000000,0.000000000000000000
India,Ladakh,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,12.171184504044450000,17.070086266922341125
India,Ladakh,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.000000000000000000,0.000000000000000000
India,Ladakh,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,194.738952064711200000,26.668282366811794395
India,Ladakh,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",0.000000000000000000,0.000000000000000000
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,0.00,0.00
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,0.00,0.00
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",0.00,0.00
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,109687.00,24438.20
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,5104.60
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,4410.00,16452.65
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,8443.85
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,180000.00,20806.80
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",29842.00,32877.10
India,Maharashtra,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,135000.00,58733.64
India,Maharashtra,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,12666.75
India,Maharashtra,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,60000.00,48614.75
India,Maharashtra,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,16.20
India,Maharashtra,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,300000.00,24643.53
India,Maharashtra,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",161500.00,98288.13
India,Manipur,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,1200.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,500.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,6500.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,700.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,50.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,1100.00,1160.00
India,Meghalaya,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,1000.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,1400.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,1600.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,78.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,40.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,165.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",27.00,0.00
India,Odisha,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,43350.00,16934.65
India,Odisha,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Odisha,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,26580.00,10624.80
India,Odisha,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Odisha,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,140440.00,16523.25
India,Odisha,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",43335.00,23725.45
India,Puducherry,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,800.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,1000.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,1900.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",1595.00,607.85
India,Punjab,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,100000.00,13188.50
India,Punjab,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,1221.45
India,Punjab,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,7500.00,3571.90
India,Punjab,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,3355.30
India,Punjab,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,100000.00,3301.35
India,Punjab,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",10000.00,7683.35
India,Rajasthan,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,55000.00,9481.40
India,Rajasthan,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Rajasthan,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,5000.00,1482.00
India,Rajasthan,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,3526.25
India,Rajasthan,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,180000.00,14624.07
India,Rajasthan,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",16200.00,3300.15
India,Sikkim,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,0.00,0.00
India,Sikkim,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Sikkim,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Sikkim,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Sikkim,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,0.00,0.00
India,Sikkim,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",0.00,0.00
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,50000.00,6434.75
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,38000.00,14620.95
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,80000.00,43.90
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",60100.00,88957.40
India,Telangana,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,43603.46320695190000000,25307.95148514176270685
India,Telangana,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00000000000000000,484.39087276602865710
India,Telangana,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,32702.59740521392500000,10568.86903288024323340
India,Telangana,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00000000000000000,0.00000000000000000
India,Telangana,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,174413.85282780760000000,16288.33530173612395640
India,Telangana,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",95927.61905529418000000,73127.44663061280400342
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,80.00,16.85
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,5.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,80.00,15.70
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",5.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,448.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,3458.00,1581.55
India,Tripura,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",0.00,0.00
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,250000.00,47815.42
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,30000.00,24261.00
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,16125.25
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,600000.00,53103.95
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",120000.00,83263.15
India,Uttarakhand,"Financial Year (Apr - Mar), 2012","November, 2012",Diammonium Phosphate,2500.00,1726.90
India,Uttarakhand,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.00,0.00
India,Uttarakhand,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Uttarakhand,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.00,0.00
India,Uttarakhand,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,25000.00,7972.60
India,Uttarakhand,"Financial Year (Apr - Mar), 2012","November, 2012","nitrogen, phosphorus, and potassium",0.00,2130.95
